title,author_name,image_url,num_pages,average_rating,text_reviews_count,description,5_star_rating_counts,4_star_rating_counts,3_star_rating_counts,2_star_rating_counts,1_star_rating_counts,total_rating_counts,genres
The Ultimate Hitchhikers Guide to the Galaxy Hitchhikers Guide to the Galaxy 15,Douglas Adams,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404613595l/13._SX98_.jpg,815,4.36,5429,At last in paperback in one complete volume here are the five novels from Douglas Adamss Hitchhiker series The Hitchhikers Guide to the GalaxySeconds before the Earth is demolished for a galactic freeway Arthur Dent is saved by Ford Prefect a researcher for the revised Guide Together they stick out their thumbs to the stars and begin a wild journey through time and spaceThe Restaurant at the End of the UniverseFacing annihilation at the hands of warmongers is a curious time to crave tea It could only happen to the cosmically displaced Arthur Dent and his comrades as they hurtle across the galaxy in a desperate search for a place to eatLife the Universe and EverythingThe unhappy inhabitants of planet Krikkit are sick of looking at the night sky so they plan to destroy it The universe that is Now only five individuals can avert Armageddon mildmannered Arthur Dent and his stalwart crewSo Long and Thanks for All the FishBack on Earth Arthur Dent is ready to believe that the past eight years were all just a figment of his stressedout imagination But a giftwrapped fishbowl with a cryptic inscription conspires to thrust him back to reality So to speakMostly HarmlessJust when Arthur Dent makes the terrible mistake of starting to enjoy life all hell breaks loose Can he save the Earth from total obliteration Can he save the Guide from a hostile alien takeover Can he save his daughter from herselfAlso includes the short story Young Zaphod Plays It Safe,167705,81013,32283,8665,4360,294026,"funny, douglas-adams, sff, favorite-books, all-time-favorites, faves, unfinished, sf-fantasy, fantasy-scifi, audiobooks, novels, fantasy-sci-fi, e-book, unread, novel, favorites, contemporary, space, favorite, owned-tbr, bookshelf, on-hold, to-read, adult, library, fantascienza, my-library, collection, science, default, owned, 20th-century, ebook, owned-to-read, physical-tbr, adult-fiction, currently-reading, fiction, young-adult, e-books, science-fiction-fantasy, series, humor, comedy, time-travel, physical, recommended, speculative-fiction, classics, favourites, personal-library, aliens, adventure, sci-fi, have, british, science-fiction, reread, humour, sci-fi-and-fantasy, 1001-books, audiobook, scifi, home-library, to-reread, shelfari-favorites, own-to-read, scifi-fantasy, tbr, books, books-i-own, on-my-shelf, my-books, owned-books, my-bookshelf, satire, dnf, to-re-read, sf, ebooks, re-read, fun, to-buy, abandoned, hilarious, omnibus, did-not-finish, hardcover, kindle, english, space-opera, fantasy, 5-stars, classic, i-own, sci-fi-fantasy, own-it, humorous, literature, book-club"
The Hitchhikers Guide to the Galaxy Hitchhikers Guide to the Galaxy 1,Douglas Adams,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414351529l/14._SX98_.jpg,215,4.22,31417,Seconds before the Earth is demolished to make way for a galactic freeway Arthur Dent is plucked off the planet by his friend Ford Prefect a researcher for the revised edition of the The Hitch Hikers Guide to the Galaxy who for the last fifteen years has been posing as an out of work actor Together this dynamic pair begin their journey through space aided by quotes from The Hitch Hikers Guide A towel is about the most massively useful thing an interstellar hitchhiker can have and a galaxyfull of fellow travellers Zaphod Beeblebrox the twoheaded threearmed exhippie and totally out to lunch president of the galaxy Trillian Zaphods girlfriend formally Tricia McMillan whom Arthur tried to pick up at a cocktail party once upon a time zone Marvin a paranoid brilliant and chronically depressed robot Veet Voojagig a former graduate student who is obsessed with the disappearance of all the ballpoint pens he has bought over the years,753962,436665,206876,60681,32955,1491139,"funny, douglas-adams, sff, favorite-books, all-time-favorites, 1001-books-to-read-before-you-die, faves, unfinished, sf-fantasy, fantasy-scifi, audiobooks, novels, modern-classics, fantasy-sci-fi, classics-to-read, novel, favorites, contemporary, space, favorite, bookshelf, to-read, adult, library, fantascienza, my-library, science, default, owned, 20th-century, ebook, great-american-read, must-read, adult-fiction, audio-book, currently-reading, fiction, read-in-2017, read-in-2013, young-adult, read-in-2019, science-fiction-fantasy, series, humor, comedy, ya, wish-list, recommended, speculative-fiction, classics, favourites, aliens, adventure, sci-fi, audio-books, have, british, science-fiction, reread, humour, sci-fi-and-fantasy, 1001-books, audiobook, scifi, to-reread, read-in-2018, read-in-2015, scifi-fantasy, audio, books, audible, books-i-own, my-books, owned-books, satire, read-in-2014, read-in-english, dnf, to-re-read, sf, ebooks, re-read, fun, to-buy, abandoned, did-not-finish, kindle, english, space-opera, 1001, fantasy, read-in-2020, 5-stars, classic, i-own, sci-fi-fantasy, own-it, humorous, literature, book-club"
The Hitchhikers Guide to Lean Lessons from the Road,Jamie Flinchbaugh,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,3.73,4,Embarking on a lean journey is similar to hitchhiking there are many roads on which to wander and no single one is right for all This book reveals the most critical lessons learned over the authors combined 30plus years of exploring lean highways and shares stories based on realworld applications The authors focus on areas where most lean efforts fail to illustrate steps to take to reenergize accelerate and sustain a lean transformation The books ten chapters cover lean principles and thinking lean leadership moves the roadmap for lean transformation common pitfalls of lean journeys building an operating system lean accounting lean material management lean in service organizations and how individuals can apply lean to improve themselves The book concludes with interviews of lean practitioners on the front lines of change at Chrysler Ross Controls DTE Energy RSR Corporation and Nemak,20,30,20,6,3,79,"have, currently-reading, business, work, lean, to-read"
The Hitchhikers Guide to the Galaxy Hitchhikers Guide to the Galaxy 1,Douglas Adams,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1282925073l/16._SX98_.jpg,6,4.22,31417,Dont leave Earth without this hilarious international bestseller about the end of the world and the happygolucky days that follow Join the gruesome twosome of Arthur Dent and his friend Ford Prefect in their nowfamous intergalactic journey through time and space,753962,436665,206876,60681,32955,1491139,"funny, douglas-adams, sff, favorite-books, all-time-favorites, 1001-books-to-read-before-you-die, faves, unfinished, sf-fantasy, fantasy-scifi, audiobooks, novels, modern-classics, fantasy-sci-fi, classics-to-read, novel, favorites, contemporary, space, favorite, bookshelf, to-read, adult, library, fantascienza, my-library, science, default, owned, 20th-century, ebook, great-american-read, must-read, adult-fiction, audio-book, currently-reading, fiction, read-in-2017, read-in-2013, young-adult, read-in-2019, science-fiction-fantasy, series, humor, comedy, ya, wish-list, recommended, speculative-fiction, classics, favourites, aliens, adventure, sci-fi, audio-books, have, british, science-fiction, reread, humour, sci-fi-and-fantasy, 1001-books, audiobook, scifi, to-reread, read-in-2018, read-in-2015, scifi-fantasy, audio, books, audible, books-i-own, my-books, owned-books, satire, read-in-2014, read-in-english, dnf, to-re-read, sf, ebooks, re-read, fun, to-buy, abandoned, did-not-finish, kindle, english, space-opera, 1001, fantasy, read-in-2020, 5-stars, classic, i-own, sci-fi-fantasy, own-it, humorous, literature, book-club"
The Ultimate Hitchhikers Guide Hitchhikers Guide to the Galaxy 15,Douglas Adams,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429997177l/18._SX98_.jpg,815,4.36,5429,The Hitchhikers Guide to the GalaxySeconds before the Earth is demolished for a galactic freeway Arthur Dent is saved by Ford Prefect a researcher for the revised Guide Together they stick out their thumbs to the stars and begin a wild journey through time and spaceThe Restaurant at the End of the UniverseFacing annihilation at the hands of warmongers is a curious time to crave tea It could only happen to the cosmically displaced Arthur Dent and his comrades as they hurtle across the galaxy in a desperate search for a place to eatLife the Universe and EverythingThe unhappy inhabitants of planet Krikkit are sick of looking at the night sky so they plan to destroy it The universe that is Now only five individuals can avert Armageddon mildmannered Arthur Dent and his stalwart crewSo Long and Thanks for All the FishBack on Earth Arthur Dent is ready to believe that the past eight years were all just a figment of his stressedout imagination But a giftwrapped fishbowl with a cryptic inscription conspires to thrust him back to reality So to speakMostly HarmlessJust when Arthur Dent makes the terrible mistake of starting to enjoy life all hell breaks loose Can he save the Earth from total obliteration Can he save the Guide from a hostile alien takeover Can he save his daughter from herselfAlso includes the short story Young Zaphod Plays It Safe,167705,81013,32283,8665,4360,294026,"funny, douglas-adams, sff, favorite-books, all-time-favorites, faves, unfinished, sf-fantasy, fantasy-scifi, audiobooks, novels, fantasy-sci-fi, e-book, unread, novel, favorites, contemporary, space, favorite, owned-tbr, bookshelf, on-hold, to-read, adult, library, fantascienza, my-library, collection, science, default, owned, 20th-century, ebook, owned-to-read, physical-tbr, adult-fiction, currently-reading, fiction, young-adult, e-books, science-fiction-fantasy, series, humor, comedy, time-travel, physical, recommended, speculative-fiction, classics, favourites, personal-library, aliens, adventure, sci-fi, have, british, science-fiction, reread, humour, sci-fi-and-fantasy, 1001-books, audiobook, scifi, home-library, to-reread, shelfari-favorites, own-to-read, scifi-fantasy, tbr, books, books-i-own, on-my-shelf, my-books, owned-books, my-bookshelf, satire, dnf, to-re-read, sf, ebooks, re-read, fun, to-buy, abandoned, hilarious, omnibus, did-not-finish, hardcover, kindle, english, space-opera, fantasy, 5-stars, classic, i-own, sci-fi-fantasy, own-it, humorous, literature, book-club"
The Hitchhikers Guide to the Galaxy Quintessential Phase Hitchhikers Guide Radio Play 5,Douglas Adams,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359377432l/19._SX98_.jpg,0,4.37,29,Panic Its the last installment of The Hitchhikers Guide to the Galaxy with a brand new fullcast dramatization of Mostly Harmless the final book in Douglas Adams famous trilogy in five parts While frequent flyer Arthur Dent searches the universe for his lost love Ford Prefect discovers a disturbing blast from the past at The Hitchhikers Guide HQ Meanwhile on one of many versions of Earth a blonder more American Trillian gets tangled up with a party of lost aliens having an identity crisis A stolen ship a dramatic stampede and a new and sinister Guide lead to a race to save the earth again,414,210,98,18,1,741,"adult, library, douglas-adams, audio_owned, classics, re-read, audio-wanted, owned, aliens, sci-fi, audio-books, audio-book, science-fiction, lla_wanted, humour, currently-reading, fiction, audiobooks, audiobook, 3-stars, scifi, radio, plays, science-fiction-fantasy, audio, listened, series, humor, audible, audio_wanted, comedy, favorites, time-travel, audio-drama, drama, space, sci-fi-fantasy, my-sci-fi, to-read"
A Short History of Nearly Everything,Bill Bryson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,544,4.19,12807,In Brysons biggest book he confronts his greatest challenge to understand—and if possible answer—the oldest biggest questions we have posed about the universe and ourselves Taking as territory everything from the Big Bang to the rise of civilization Bryson seeks to understand how we got from there being nothing at all to there being us To that end he has attached himself to a host of the world’s most advanced and often obsessed archaeologists anthropologists and mathematicians travelling to their offices laboratories and field camps He has read or tried to read their books pestered them with questions apprenticed himself to their powerful minds A Short History of Nearly Everything is the record of this quest and it is a sometimes profound sometimes funny and always supremely clear and entertaining adventure in the realms of human knowledge as only Bill Bryson can render it Science has never been more involving or entertaining,146683,105827,43004,11485,6929,313928,"funny, all-time-favorites, unfinished, nature, evolution, philosophy, audiobooks, non-fiction, nonfiction-to-read, pop-science, unread, popular-science, non-fic, natural-history, favorites, never-finished, space, bookshelf, on-hold, history-of-science, to-read, adult, educational, library, my-library, science, default, owned, must-read, ebook, non-fiction-to-read, gave-up-on, astronomy, audio-book, currently-reading, fiction, physics, bryson, to-read-non-fiction, want-to-buy, geology, didn-t-finish, american, knowledge, humor, nonfic, ciencia, wish-list, bill-bryson, recommended, favourites, classics, audio-books, essays, have, humour, general-knowledge, audiobook, world-history, biology, home-library, own-to-read, tbr, travel, audio, next, audible, books, books-i-own, on-my-shelf, my-books, owned-books, non-fictión, dnf, to-read-nonfiction, ebooks, to-buy, general, education, maybe, history, abandoned, did-not-finish, non-fiction-science, science-history, science-nature, anthropology, science-technology, kindle, english, nonfiction, historical, general-science, reference, other, i-own, own-it, book-club, paused"
Bill Brysons African Diary,Bill Bryson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,55,3.45,600,In the early fall of 2002 famed travel Writer Bill Bryson journeyed to Kenya at the invitation of CARE International the charity dedicated to working with local communities to eradicate poverty around the world He arrived with a set of mental images of Africa gleaned from television broadcasts of lowbudget Jungle Jim movies in his Iowa childhood and a single viewing of the film version of Out of Africa Also with some worries about tropical diseases insects and large predators But the vibrant reality of Kenya and its people took over the second he deplaned in Nairobi and this diary records Bill Brysons impresssions of his trip with his inimitable trademark style of wry observation and curious insight From the wrenching poverty of the Kibera slum in Nairobi to the meticulously manicured grounds of the Karen Blixen house and the human fossil riches of the National Museum Bryson registers the striking contrasts of a postcolonial society in transition He visits the astoundingly vast Great Rift Valley undergoes the rigors of a teethrattling train journey to Mombasa and a hairwhitening flight through a vicious storm and visits the refugee camps and the agricultural and economic projects where dedicated CARE professionals wage noble and dogged war against poverty dislocation and corruption,1489,2545,3493,1017,257,8801,"funny, journalism, autobiography, geography, reviewed, nature, charity, 2019-read, non-fiction, memoir-biography, viaggi, unread, memoir, library-book, non-fic, african, favorites, cultural, set-in-africa, to-read, travel-books, adult, library, male-author, my-library, default, owned, ebook, wanderlust, travel-writing, currently-reading, fiction, bryson, read-in-2017, to-read-non-fiction, read-in-2013, 21st-century, want-to-buy, diary, read-in-2019, biography, american, e-books, poverty, humor, nonfic, comedy, 2002, read-2015, physical, travel-lit, wish-list, bill-bryson, to-get, adventure, kindle-books, essays, library-books, read-2010, cultural-africa, humour, calibre, autobiography-biography, personal, travel-memoirs, home-library, travel, favorite-authors, biography-memoir, biographies, memoirs, books-i-own, world, my-books, owned-books, adventure-travel, read-in-2014, travelogues, ebooks, bill, africa, library-ebook, owned-but-unread, to-buy, travel-memoir, international, history, biography-autobiography, anthropology, kindle, english, kenya, travelogue, nonfiction, hard-copy, favourite-authors, read-in-2020, 2000s, 2018-read, humorous"
Brysons Dictionary of Troublesome Words A Writers Guide to Getting It Right,Bill Bryson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,256,3.88,173,A revised and updated edition of a humorous primer on the English language expanded for an American audience contains entries on correct and questionable usage a glossary and a pronunciation guide,779,1130,744,136,37,2826,"in-english, funny, language-writing, purchased, unread-shelf, non-fiction, nonfiction-to-read, 2016-reading, e-book, unread, print, library-book, non-fic, favorites, on-hold, to-read, 2019-reading-list, linguistics, library, languages, science, default, owned, bought, ebook, non-fiction-to-read, do-not-own, currently-reading, on-writing, bryson, to-read-non-fiction, editing, want-to-buy, reference-books, general-non-fiction, american, to-sort, words-about-words, humor, language-linguistics, nonfic, comedy, shelfari-wishlist, read-2015, physical, wish-list, dictionary, english-language, audio_wanted, kirsten, bill-bryson, writing-books, stars-3, personal-library, want-to-read-non-fiction, audio-wanted, advice, writing, have, want-to-read, grammar, humour, calibre, language, own-to-read, books-about-books, school, on-kindle, favorite-authors, physical-copy, books-i-own, literaturwissenschaft, my-books, owned-books, nf-ref_usage-writing, non-fiction-language, my-bookshelf, read-in-2010, read-in-english, ebooks, own-a-copy, on-shelf, to-buy, education, books-about-writing, maybe, abandoned, history, in-the-library, kindle, english, a, nonfiction, hard-copy, home, favourite-authors, reference, work-related, 2000s, words"
In a Sunburned Country,Bill Bryson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,335,4.06,5755,A CLASSIC FROM THE NEW YORK TIMES BESTSELLING AUTHOR OF ONE SUMMER Every time Bill Bryson walks out the door memorable travel literature threatens to break out His previous excursion along the Appalachian Trail resulted in the sublime national bestseller A Walk in the Woods In A Sunburned Country is his report on what he found in an entirely different place Australia the country that doubles as a continent and a place with the friendliest inhabitants the hottest driest weather and the most peculiar and lethal wildlife to be found on the planet The result is a deliciously funny factfilled and adventurous performance by a writer who combines humor wonder and unflagging curiousityDespite the fact that Australia harbors more things that can kill you in extremely nasty ways than anywhere else including sharks crocodiles snakes even riptides and deserts Bill Bryson adores the place and he takes his readers on a rollicking ride far beyond that beaten tourist path Wherever he goes he finds Australians who are cheerful extroverted and unfailingly obliging and these beaming products of land with clean safe cities cold beer and constant sunshine fill the pages of this wonderful book Australia is an immense and fortunate land and it has found in Bill Bryson its perfect guide,33798,38034,17233,3290,1308,93663,"around-the-world, funny, all-time-favorites, autobiography, geography, unfinished, nature, audiobooks, overdrive, non-fiction, bryson-bill, memoir-biography, viaggi, memoir, australian, oceania, non-fic, favorites, contemporary, bookshelf, to-read, adult, travel-books, library, my-library, default, owned, ebook, wanderlust, gave-up-on, travel-writing, audio-book, currently-reading, fiction, bryson, read-in-2017, to-read-non-fiction, read-in-2019, australia, general-non-fiction, biography, didn-t-finish, american, humor, nonfic, comedy, travel-lit, wish-list, bill-bryson, favourites, travel-literature, adventure, audio-books, essays, humour, bookclub, audiobook, adult-nonfiction, adult-non-fiction, home-library, read-in-2018, read-in-2015, travel, audio, biography-memoir, audible, memoirs, books-i-own, my-books, owned-books, culture, animals, adventure-travel, listened-to, read-in-2014, dnf, travelogues, to-read-nonfiction, ebooks, re-read, viajes, to-buy, travel-memoir, travel-adventure, history, abandoned, did-not-finish, travels, travelling, read-in-2016, kindle, english, travelogue, nonfiction, finished, i-own, own-it, 2000s, humorous, book-club"
Im a Stranger Here Myself Notes on Returning to America After Twenty Years Away,Bill Bryson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,304,3.89,2937,After living in Britain for two decades Bill Bryson recently moved back to the United States with his English wife and four children he had read somewhere that nearly 3 million Americans believed they had been abducted by aliensas he later put it it was clear my people needed me They were greeted by a new and improved America that boasts microwave pancakes twentyfourhour dentalfloss hotlines and the staunch conviction that ice is not a luxury item Delivering the brilliant comic musings that are a Bryson hallmark Im a Stranger Here Myself recounts his sometimes disconcerting reunion with the land of his birth The result is a book filled with hysterical scenes of one mans attempt to reacquaint himself with his own country but it is also an extended if at times bemused love letter to the homeland he has returned to after twenty years away,17460,24259,14884,3025,1035,60663,"funny, autobiography, biography-and-memoir, audiobooks, traditions, non-fiction, memoir-biography, e-book, memoir, non-fic, short-stories, favorites, contemporary, united-states, to-read, adult, travel-books, library, my-library, form, science, default, owned, 20th-century, ebook, and, travel-writing, 1990s, audio-book, currently-reading, fiction, bryson, to-read-non-fiction, states, read-in-2013, biography, american, didn-t-finish, century, humor, essay, comedy, england, description, biographical, wish-list, bill-bryson, favourites, nf, travel-literature, adventure, writing, audio-books, essays, humour, life, calibre, audiobook, adult-nonfiction, home-library, travel, audio, biography-memoir, 1971, customs, audible, memoirs, books-i-own, anecdotes, owned-books, new-england, culture, dnf, travelers, americana, to-read-nonfiction, travelogues, ebooks, bill, fun, to-buy, general, travel-adventure, history, usa, abandoned, biography-autobiography, literary, did-not-finish, kindle, english, travelogue, united, nonfiction, 20th, i-own, america, social, humorous, book-club"
